# ACR DEFAULT LAYOUT - what goes on what monitor
LM20L,injector
LM20R,linac
LM21L,klystrons
LM21R,orbit
LM22L,S20
LM22R,klystrons
LM23L,injector
LM23R,linac
LM24L,klystrons
LM24R,S20
SM20A,long_FB
SM20B,long_FB_hist
SM20C,orbit
SM20D,transport
SM22A,lem
SM22B,MPS
SM22C,long_FB
SM22D,transport
SM24A,alarms
SM24B,network
SM24C,lem
SM24D,MPS
SM26A,long_FB
SM26B,long_FB_hist
SM26C,PPS_BCS
SM26D,transport
SM28A,alarms
SM28B,network
SM28C,MPS
SM28D,PPS_BCS
